table_source;colonne_source;type_source;decision_table;table_cible;colonne_cible;decision_colonne;regle_migration;raison_detaillee;impact_fonctionnel;prerequis_controle;niveau_confiance;classification_audit_initiale;recommandation_audit_initiale;source_decision
statut;code;NVARCHAR(50);SCINDER;statut_application / statut_version;code;SCINDER_ET_RECODER;Créer une table de correspondance selon la portée réelle de chaque valeur et les décisions métier.;Évite de mélanger états application et états version.;Les listes et formulaires conservent leurs options après adaptation.;Faire valider les listes définitives de statuts.;MOYENNE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
statut;libelle;NVARCHAR(150);SCINDER;statut_application / statut_version;libelle;SCINDER_ET_RECODER;Créer une table de correspondance selon la portée réelle de chaque valeur et les décisions métier.;Évite de mélanger états application et états version.;Les listes et formulaires conservent leurs options après adaptation.;Faire valider les listes définitives de statuts.;MOYENNE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
statut;ordre_affichage;INT;SCINDER;statut_application / statut_version;ordre_affichage;SCINDER_ET_RECODER;Créer une table de correspondance selon la portée réelle de chaque valeur et les décisions métier.;Évite de mélanger états application et états version.;Les listes et formulaires conservent leurs options après adaptation.;Faire valider les listes définitives de statuts.;MOYENNE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
statut;actif;BIT;SCINDER;statut_application / statut_version;est_actif;SCINDER_ET_RECODER;Créer une table de correspondance selon la portée réelle de chaque valeur et les décisions métier.;Évite de mélanger états application et états version.;Les listes et formulaires conservent leurs options après adaptation.;Faire valider les listes définitives de statuts.;MOYENNE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
etape_version;id;BIGINT;RENOMMER_ET_RECADRER;phase_version;id;RENOMMER_TABLE;Remapper les valeurs actuelles vers le cycle validé.;Clarifie qu’il s’agit d’une phase, pas d’un statut.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
etape_version;code;NVARCHAR(50);RENOMMER_ET_RECADRER;phase_version;code;RENOMMER_TABLE;Remapper les valeurs actuelles vers le cycle validé.;Clarifie qu’il s’agit d’une phase, pas d’un statut.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
etape_version;libelle;NVARCHAR(150);RENOMMER_ET_RECADRER;phase_version;libelle;RENOMMER_TABLE;Remapper les valeurs actuelles vers le cycle validé.;Clarifie qu’il s’agit d’une phase, pas d’un statut.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
etape_version;ordre_affichage;INT;RENOMMER_ET_RECADRER;phase_version;ordre_affichage;RENOMMER_TABLE;Remapper les valeurs actuelles vers le cycle validé.;Clarifie qu’il s’agit d’une phase, pas d’un statut.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
etape_version;actif;BIT;RENOMMER_ET_RECADRER;phase_version;est_actif;RENOMMER;Conversion directe.;Convention booléenne.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
langage_programmation;id;BIGINT;CONSERVER_ET_ENRICHIR;langage_programmation;id;CONSERVER;Copie directe avec contrôle d’unicité.;Clé/référence stable.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
langage_programmation;code;NVARCHAR(50);CONSERVER_ET_ENRICHIR;langage_programmation;code;CONSERVER;Copie directe avec contrôle d’unicité.;Clé/référence stable.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
langage_programmation;nom;NVARCHAR(150);CONSERVER_ET_ENRICHIR;langage_programmation;nom;CONSERVER;Nettoyer les variantes : CSharp/C#, Typescript/TypeScript, Cobol/COBOL.;Libellé canonique.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
langage_programmation;actif;BIT;CONSERVER_ET_ENRICHIR;langage_programmation;est_actif;RENOMMER;Conversion BIT directe.;Convention booléenne explicite.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;id;BIGINT;CONSERVER_ET_RESTRUCTURER;application;id;CONSERVER;"Copie directe ; imposer unicité lorsque pertinente.";Identifiants métier nécessaires.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;old_id;BIGINT;CONSERVER_ET_RESTRUCTURER;archive_migration;application_ancien_id;DEPLACER_ARCHIVE;Conserver uniquement dans la table de correspondance de migration.;Identifiant historique sans valeur métier en V2.;Aucun écran ne doit l’utiliser.;Conserver jusqu’à la fin de la réconciliation.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;code_pic;NVARCHAR(50);CONSERVER_ET_RESTRUCTURER;application;code_pic;CONSERVER;"Copie directe ; imposer unicité lorsque pertinente.";Identifiants métier nécessaires.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;code_maps;NVARCHAR(50);CONSERVER_ET_RESTRUCTURER;application;code_maps;CONSERVER;"Copie directe ; imposer unicité lorsque pertinente.";Identifiants métier nécessaires.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;code_solution;NVARCHAR(50);CONSERVER_ET_RESTRUCTURER;application;code_solution;CONSERVER;"Copie directe ; imposer unicité lorsque pertinente.";Identifiants métier nécessaires.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;libelle;NVARCHAR(255);CONSERVER_ET_RESTRUCTURER;application;nom;RENOMMER;Copie directe.;Nom métier plus naturel.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;description_fonctionnelle;NVARCHAR(MAX);CONSERVER_ET_RESTRUCTURER;application;description;RENOMMER;Copie directe.;Nom plus concis sans perte de sens.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;statut_id;BIGINT;CONSERVER_ET_RESTRUCTURER;application;statut_application_id;RENOMMER_ET_RECODER;Remapper vers statut_application.;Sépare le cycle application du cycle version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;version_production_id;BIGINT;CONSERVER_ET_RESTRUCTURER;;;SUPPRIMER_DERIVER;"Ne pas migrer ; déterminer la version en production par version.est_en_production.";Supprime une relation circulaire et deux sources de vérité.;L’écran « version en production » reste alimenté par une requête.;Créer un index unique filtré sur version(application_id).;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;date_premiere_mep;DATE;CONSERVER_ET_RESTRUCTURER;application;premiere_mise_en_production_le;RENOMMER;"Copier si fiable ; sinon recalculer MIN(version.mise_en_production_le).";Donnée métier affichée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;date_derniere_mep;DATE;CONSERVER_ET_RESTRUCTURER;;;SUPPRIMER_DERIVER;Recalculer MAX(version.mise_en_production_le).;Évite une valeur dupliquée et souvent vide.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;date_decommissionnement;DATE;CONSERVER_ET_RESTRUCTURER;application;decommissionnee_le;RENOMMER;Copie directe avec contrôle du statut.;Nom d’événement explicite.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;api_reference_id;NVARCHAR(100);CONSERVER_ET_RESTRUCTURER;;;SUPPRIMER_OU_EXTERNALISER;"Ne migrer que si une intégration active est démontrée ; sinon archiver.";Colonne non exploitée et majoritairement vide.;Aucun écran PICUP confirmé.;Inventorier les API externes.;MOYENNE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;produit_id;BIGINT;CONSERVER_ET_RESTRUCTURER;;;SUPPRIMER_OU_ARBITRER;Supprimer en l’absence de référentiel produit et d’écran confirmé.;FK sans table active et données majoritairement nulles.;Aucun si produit vient de MAPS.;Valider avec l’API MAPS.;MOYENNE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;type_metier_id;BIGINT;CONSERVER_ET_RESTRUCTURER;application;type_metier_id;CONSERVER_TRANSITOIRE;"Copier ; réévaluer si la valeur est entièrement déductible des métiers PU/PP.";Préserve le filtrage existant.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;pu_metier_id;BIGINT;CONSERVER_ET_RESTRUCTURER;application;metier_pu_id;RENOMMER;Remapper vers metier.id.;Nom de FK explicite.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;pp_metier_id;BIGINT;CONSERVER_ET_RESTRUCTURER;application;metier_pp_id;RENOMMER;Remapper vers metier.id.;Nom de FK explicite.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;groupe_support_id;BIGINT;CONSERVER_ET_RESTRUCTURER;;;SUPPRIMER_OU_REMODELER;"Supprimer si le groupe support est couvert par version_contact avec rôle SUPPORT ; sinon créer un référentiel dédié.";FK non matérialisée et valeurs vides.;Le support peut rester visible via les contacts.;Arbitrage métier.;MOYENNE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;est_active;BIT;CONSERVER_ET_RESTRUCTURER;application;est_active;CONSERVER;"Copie directe ; vérifier cohérence avec statut_application.";Utilisé dans les listes et filtres.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;est_a_venir;BIT;CONSERVER_ET_RESTRUCTURER;application;est_a_venir;CONSERVER_TRANSITOIRE;"Copie directe ; à terme peut être porté par statut_application.";Préserve les écrans actuels.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;date_creation;DATETIME2(0);CONSERVER_ET_RESTRUCTURER;application;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;date_modification;DATETIME2(0);CONSERVER_ET_RESTRUCTURER;application;modifie_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;cree_par;BIGINT;CONSERVER_ET_RESTRUCTURER;journal_modification;administrateur_id;DEPLACER;Créer un événement APPLICATION_CREEE si la valeur existe.;L’audit appartient au journal, pas à la table métier.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application;modifie_par;BIGINT;CONSERVER_ET_RESTRUCTURER;journal_modification;administrateur_id;DEPLACER;Créer ou compléter le dernier événement de modification.;L’audit appartient au journal, pas à la table métier.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;id;BIGINT;REMPLACER_ET_ECLATER;version;id;RENOMMER_TABLE;Copie directe avec contrôle FK.;Conserve le périmètre Version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;old_id;BIGINT;REMPLACER_ET_ECLATER;archive_migration;version_ancien_id;DEPLACER_ARCHIVE;Table de correspondance uniquement.;Identifiant de migration.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;old_id_application;BIGINT;REMPLACER_ET_ECLATER;archive_migration;application_ancien_id;DEPLACER_ARCHIVE;Table de correspondance uniquement.;Identifiant de migration.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;application_id;BIGINT;REMPLACER_ET_ECLATER;version;application_id;RENOMMER_TABLE;Copie directe avec contrôle FK.;Conserve le périmètre Version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;numero_version;NVARCHAR(100);REMPLACER_ET_ECLATER;version;numero;RENOMMER;Nettoyer espaces et variantes, puis imposer UNIQUE(application_id, numero).;Nom concis et contrainte métier.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;release_note;NVARCHAR(MAX);REMPLACER_ET_ECLATER;version;notes_version;RENOMMER;Copie directe.;Nom français cohérent.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;statut_id;BIGINT;REMPLACER_ET_ECLATER;version;statut_version_id;RENOMMER_ET_RECODER;Remapper vers statut_version.;Sépare les cycles application/version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;etape_version_id;BIGINT;REMPLACER_ET_ECLATER;version;phase_version_id;RENOMMER_ET_RECODER;Remapper vers phase_version.;Terminologie métier clarifiée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_mise_a_disposition;DATE;REMPLACER_ET_ECLATER;version;mise_a_disposition_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_livraison;DATE;REMPLACER_ET_ECLATER;version;livraison_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_mise_en_production;DATE;REMPLACER_ET_ECLATER;version;mise_en_production_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_decommissionnement;DATE;REMPLACER_ET_ECLATER;version;decommissionnee_le;RENOMMER;Copie directe.;Convention date événement.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;trajectoire_fabrication;NVARCHAR(MAX);REMPLACER_ET_ECLATER;version;trajectoire_fabrication;CONSERVER;Copie après nettoyage.;Champ explicitement demandé dans l’écran Version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;fabricant_id;BIGINT;REMPLACER_ET_ECLATER;version;fabricant_id;CONSERVER;Remapper vers fabricant.id.;Relation normalisée.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;fabricant;NVARCHAR(512);REMPLACER_ET_ECLATER;;;SUPPRIMER_APRES_RECONCILIATION;"Utiliser le texte pour retrouver fabricant_id ; produire un rapport des valeurs non reconnues.";Doublon incohérent de la FK fabricant_id.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;commentaire_technique;NVARCHAR(MAX);REMPLACER_ET_ECLATER;version;commentaire_technique;CONSERVER;"Copie directe ; éventuellement déplacer dans fiche_technique_version si volumineux.";Information utilisée sur la fiche version.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;api_reference_id;NVARCHAR(100);REMPLACER_ET_ECLATER;;;SUPPRIMER_OU_EXTERNALISER;Archiver sauf preuve d’intégration active.;Non utilisé et souvent nul.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_creation;DATETIME2(0);REMPLACER_ET_ECLATER;version;cree_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;date_modification;DATETIME2(0);REMPLACER_ET_ECLATER;version;modifie_le;RENOMMER;Copie directe.;Audit homogène.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;cree_par;BIGINT;REMPLACER_ET_ECLATER;journal_modification;administrateur_id;DEPLACER;Créer un événement VERSION_CREEE.;Audit centralisé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;modifie_par;BIGINT;REMPLACER_ET_ECLATER;journal_modification;administrateur_id;DEPLACER;Créer un événement VERSION_MODIFIEE si possible.;Audit centralisé.;Aucun impact écran si le mapping applicatif est adapté.;Valider en recette fonctionnelle.;ÉLEVÉE;Aucun usage métier confirmé;Candidate à suppression après validation fonctionnelle;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
version_application;is_in_prod;BIT;REMPLACER_ET_ECLATER;version;est_en_production;RENOMMER_NORMALISER;Convertir NULL en 0 après identification de la version de production.;Source de vérité unique pour la version en production.;Contrainte : une seule version en production par application.;ÉLEVÉE;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;fabricant_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;contact_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;role_contact_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;est_principal;BIT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;date_debut;DATE;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;date_fin;DATE;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
fabricant_contact;date_creation;DATETIME2(0);SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide et besoin non confirmé ; le contact fabricant est un rôle porté par version_contact.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Migration uniquement ou aucun usage métier confirmé;Candidate à archivage/suppression après vérification externe;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
application_contact;application_id;BIGINT;SUPPRIMER;;;SUPPRIMER_AVEC_TABLE;"Ne pas migrer cette colonne ; archiver le contenu brut avant retrait définitif.";"Table vide ; la décision métier demande une historisation des contacts par version.";Suppression sans impact sur les écrans confirmés.;Vérifier absence de consommateur externe.;ÉLEVÉE;Utilisée ou nécessaire à une table utilisée;Conserver;Code Symfony + create_copy.sql + captures SSMS + mail/cahier de besoins
